CV_Sentences;Sentences_CV_clean;CV_Number;Sentence_line;Nb_tokens;%texte_lu;%texte_lu_fin_ligne;Is_alpha;Grammar;Label
| MARS 2018 À PRÉSENT  + S'assure un excellent niveau de participation du personnel +_ Offre un accompagnement du personnel  + _ Supervise le système d'information des RH  + Contribue à la planification organisationnelle  Généraliste en ressources humaines LOGICIELS;| MARS 2018 À PRÉSENT  + S'assure un excellent niveau de participation du personnel +_ Offre un accompagnement du personnel  + _ Supervise le système d'information des RH  + Contribue à la planification organisationnelle  Généraliste en ressources humaines LOGICIELS;CV_93;7;46;36.98;63.02;[False, True, False, True, True, False, False, False, True, True, True, True, True, True, True, True, False, False, True, True, True, True, True, False, False, False, True, True, True, False, True, True, True, False, False, True, True, True, True, True, False, True, True, True, True, True];['ADP', 'NOUN', 'NUM', 'ADP', 'NOUN', 'SPACE', 'ADP', 'PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'SPACE', 'NOUN', 'DET', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'ADP', 'SPACE', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'SPACE', 'ADP', 'VERB', 'ADP', 'DET', 'NOUN', 'ADJ', 'SPACE', 'ADJ', 'ADP', 'NOUN', 'ADJ', 'NOUN'];0
CPU | FÉVRIER 2015;CPU | FÉVRIER 2015;CV_93;8;4;38.49;61.51;[True, False, True, False];['NOUN', 'ADP', 'NOUN', 'NUM'];0
- MARS 2018  + Facilite l'embauche des nouveaux employés  + Travaille étroitement avec le service de la paie et gère le programme des aides sociales  + Organise et anime des formations du personnel  ;- MARS 2018  + Facilite l'embauche des nouveaux employés  + Travaille étroitement avec le service de la paie et gère le programme des aides sociales  + Organise et anime des formations du personnel  ;CV_93;9;38;52.83;47.17;[False, True, False, False, False, True, False, True, True, True, True, False, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, True, True, True, True, True, True, True, False];['PUNCT', 'NOUN', 'NUM', 'SPACE', 'ADP', 'NOUN', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'SPACE', 'ADP', 'PROPN', 'ADV', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'SPACE', 'ADP', 'VERB', 'CCONJ', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'SPACE'];0
PARCOURS UNIVERSITAIRE  Université Descartes  DUT DE GESTION ADMINISTRATIVE, 2014  + _ Thèse sur le comportement organisationnel des entreprises technologiques  + Option psychologie  + _Vice-présidente du cabinet de conseil en gestion  BXCG     PROFIL  ;PARCOURS UNIVERSITAIRE  Université Descartes  DUT DE GESTION ADMINISTRATIVE, 2014  + _ Thèse sur le comportement organisationnel des entreprises technologiques  + Option psychologie  + _Vice-présidente du cabinet de conseil en gestion  BXCG     PROFIL  ;CV_93;10;42;68.68;31.32;[True, True, False, True, True, False, True, True, True, True, False, False, False, False, False, True, True, True, True, True, True, True, True, False, False, True, True, False, False, False, False, True, True, True, True, True, True, False, True, False, True, False];['ADJ', 'NOUN', 'SPACE', 'NOUN', 'PROPN', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'NUM', 'SPACE', 'ADP', 'SPACE', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADJ', 'SPACE', 'ADP', 'NOUN', 'NOUN', 'SPACE', 'ADP', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'NOUN', 'SPACE', 'NOUN', 'SPACE'];0
Je suis une specialiste en ressources humaines avec plus de 5 ans d'expérience dans le recrutement, la mise en œuvre de programmes, les systèmes techniques et l'analytique du personnel.  COORDONNÉES  ;Je suis une specialiste en ressources humaines avec plus de 5 ans d'expérience dans le recrutement, la mise en œuvre de programmes, les systèmes techniques et l'analytique du personnel.  COORDONNÉES  ;CV_93;11;37;82.64;17.36;[True, True, True, True, True, True, True, True, True, True, False, True, False, True, True, True, True, False, True, True, True, True, True, True, False, True, True, True, True, False, True, True, True, False, False, True, False];['PRON', 'AUX', 'DET', 'ADJ', 'ADP', 'NOUN', 'ADJ', 'ADP', 'ADV', 'ADP', 'NUM', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADJ', 'CCONJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'SPACE', 'NOUN', 'SPACE'];0
Téléphone : 04 70 45 67 89 E-mail : bonjouresitevraimentsuper.fr Adresse : 12, rue Blaise Pascal, 03200 Vichy  Facebook : esitevraimentsuper  RÉFÉRENCES  Jérôme Forêt Professeure à l'Université Descartes;Téléphone : 04 70 45 67 89 E-mail : bonjouresitevraimentsuper.fr Adresse : 12, rue Blaise Pascal, 03200 Vichy  Facebook : esitevraimentsuper  RÉFÉRENCES  Jérôme Forêt Professeure à l'Université Descartes;CV_93;12;34;95.47;4.53;[True, False, False, False, False, False, False, False, False, False, True, False, False, False, True, True, True, False, False, True, False, True, False, True, False, True, False, True, True, True, True, False, True, True];['NOUN', 'PUNCT', 'NOUN', 'DET', 'DET', 'DET', 'NUM', 'NOUN', 'PUNCT', 'VERB', 'NOUN', 'PUNCT', 'NUM', 'PUNCT', 'NOUN', 'PROPN', 'PROPN', 'PUNCT', 'NUM', 'NOUN', 'SPACE', 'PROPN', 'PUNCT', 'NOUN', 'SPACE', 'NOUN', 'SPACE', 'PROPN', 'PROPN', 'ADJ', 'ADP', 'DET', 'NOUN', 'PROPN'];0
Isabelle Marret Présidente de Solutions;Isabelle Marret Présidente de Solutions;CV_93;13;5;97.36;2.64;[True, True, True, True, True];['PROPN', 'PROPN', 'NOUN', 'ADP', 'NOUN'];0
Numérix;Numérix;CV_93;14;1;97.74;2.26;[True];['PROPN'];0
Réné Arnaud DRH à Logiciels;Réné Arnaud DRH à Logiciels;CV_93;15;5;99.62;0.38;[True, True, True, True, True];['PROPN', 'PROPN', 'PROPN', 'ADP', 'NOUN'];0
CPU;CPU;CV_93;16;1;100.00;0.00;[True];['NOUN'];0
CORBIN ENUEOR  GESTIONNAIRE DE RÉSEAUX;CORBIN ENUEOR  GESTIONNAIRE DE RÉSEAUX;CV_94;0;6;2.73;97.27;[True, True, False, True, True, True];['NOUN', 'ADJ', 'SPACE', 'ADJ', 'ADP', 'NOUN'];1
SOCIAUX  COORDONNÉES  ;SOCIAUX  COORDONNÉES  ;CV_94;1;4;4.55;95.45;[True, False, True, False];['NOUN', 'SPACE', 'NOUN', 'SPACE'];0
1;1;CV_94;2;1;5.00;95.00;[False];['NOUN'];0
-23-45-67-89 HELLO@SITEVRAIMENTSUPER.FR WWW.SITEVRAIMENTSUPER.COM     PROFIL  Je suis un gestionnaire de réseaux sociaux expérimenté qui cherche un poste à plein temps dans le domaine des réseaux sociaux et de la communication marketing, où je peux ;-23-45-67-89 HELLO@SITEVRAIMENTSUPER.FR WWW.SITEVRAIMENTSUPER.COM     PROFIL  Je suis un gestionnaire de réseaux sociaux expérimenté qui cherche un poste à plein temps dans le domaine des réseaux sociaux et de la communication marketing, où je peux ;CV_94;3;55;30.00;70.00;[False, False, False, False, False, False, False, False, False, False, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, False, False];['PROPN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'NUM', 'NOUN', 'PROPN', 'SPACE', 'ADJ', 'SPACE', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADJ', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'CCONJ', 'ADP', 'DET', 'NOUN', 'PROPN', 'PUNCT', 'PRON', 'PRON', 'VERB', 'VERB', 'ADP', 'NOUN', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PRON', 'VERB', 'PUNCT', 'SPACE'];0
EXPÉRIENCE PROFESSIONNELLE  PRODUCTEUR DE RÉSEAUX;EXPÉRIENCE PROFESSIONNELLE  PRODUCTEUR DE RÉSEAUX;CV_94;4;6;32.73;67.27;[True, True, False, True, True, True];['NOUN', 'PROPN', 'SPACE', 'NOUN', 'ADP', 'NOUN'];0
SOCIAUX;SOCIAUX;CV_94;5;1;33.18;66.82;[True];['NOUN'];0
SOCIÉTÉ DE COMMUNICATION NOUVEAUX;SOCIÉTÉ DE COMMUNICATION NOUVEAUX;CV_94;6;4;35.00;65.00;[True, True, True, True];['NOUN', 'ADP', 'NOUN', 'ADJ'];0
RÉSEAUX;RÉSEAUX;CV_94;7;1;35.45;64.55;[True];['NOUN'];0
| FÉVRIER 2013;| FÉVRIER 2013;CV_94;8;3;36.82;63.18;[False, True, False];['ADP', 'NOUN', 'NUM'];0
- DÉCEMBRE 2014  + Gestion des comptes de réseaux sociaux et création de réseaux sociaux pour des publications quotidiennes Augmentation du nombre d'abonnées et des mentions j'aime de 200 %  STAGIAIRE EN COMMUNICATION COMPAGNIE;- DÉCEMBRE 2014  + Gestion des comptes de réseaux sociaux et création de réseaux sociaux pour des publications quotidiennes Augmentation du nombre d'abonnées et des mentions j'aime de 200 %  STAGIAIRE EN COMMUNICATION COMPAGNIE;CV_94;9;38;54.09;45.91;[False, True, False, False, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, False, True, True, False, False, False, True, True, True, True];['PUNCT', 'NOUN', 'NUM', 'SPACE', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'PRON', 'VERB', 'ADP', 'NUM', 'NOUN', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'NOUN'];0
MÉDIAS INTERACTIFS;MÉDIAS INTERACTIFS;CV_94;10;2;55.00;45.00;[True, True];['ADV', 'VERB'];0
| AVRIL 2012;| AVRIL 2012;CV_94;11;3;56.36;43.64;[False, True, False];['ADP', 'NOUN', 'NUM'];0
- JANVIER 2013 + _Développe une stratégie de réseaux sociaux pour augmenter le nombre d'abonnés du site web de la société  + Supervise une campagne virale pour l'un des nouveaux produits de la société  ÉDUCATION  LICENCE INFORMATION ET COMMUNICAT;- JANVIER 2013 + _Développe une stratégie de réseaux sociaux pour augmenter le nombre d'abonnés du site web de la société  + Supervise une campagne virale pour l'un des nouveaux produits de la société  ÉDUCATION  LICENCE INFORMATION ET COMMUNICAT;CV_94;12;63;85.00;15.00;[False, True, False, False, False, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, False, False, True, True, True, True, True, False, True, True, True, True, True, True, True, False, True, False, True, True, True, True, False, True, True, True, False, False, False, False, True, True, True, False, True, False, False, True, True, True];['PUNCT', 'NOUN', 'NUM', 'ADP', 'SPACE', 'NOUN', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'SPACE', 'ADP', 'VERB', 'DET', 'NOUN', 'ADJ', 'ADP', 'DET', 'PRON', 'ADP', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'SPACE', 'NOUN', 'SPACE', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'SPACE', 'NOUN', 'SPACE', 'ADP', 'NOUN', 'CCONJ', 'PROPN'];0
Analytics «+ Stratégie réseaux sociaux + Marketing  + Contenu;Analytics «+ Stratégie réseaux sociaux + Marketing  + Contenu;CV_94;13;11;90.00;10.00;[True, False, False, True, True, True, False, True, False, False, True];['X', 'SPACE', 'ADP', 'NOUN', 'NOUN', 'ADJ', 'ADP', 'PROPN', 'SPACE', 'ADP', 'NOUN'];0
Web  + Rédaction Web  ;Web  + Rédaction Web  ;CV_94;14;6;92.73;7.27;[True, False, False, True, True, False];['PROPN', 'SPACE', 'ADP', 'NOUN', 'PROPN', 'SPACE'];0
PRIX  ENTREPRISE NOUVEAUX;PRIX  ENTREPRISE NOUVEAUX;CV_94;15;4;94.55;5.45;[True, False, True, True];['NOUN', 'SPACE', 'NOUN', 'PROPN'];0
MÉDIAS;MÉDIAS;CV_94;16;1;95.00;5.00;[True];['NOUN'];0
PRIX DE LA STRATÉGIQUE MARKETING DES RÉSEAUX SOCIAUX, DEC 2016;PRIX DE LA STRATÉGIQUE MARKETING DES RÉSEAUX SOCIAUX, DEC 2016;CV_94;17;11;100.00;0.00;[True, True, True, True, True, True, True, True, False, True, False];['NOUN', 'ADP', 'DET', 'NOUN', 'PROPN', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'NOUN', 'NUM'];0
CÉLIA ROBERT  DIPLÔMÉE DU BACCALAURÉAT  OBJECTIF PRINCIPAL  ;CÉLIA ROBERT  DIPLÔMÉE DU BACCALAURÉAT  OBJECTIF PRINCIPAL  ;CV_95;0;10;3.09;96.91;[True, True, False, True, True, True, False, True, True, False];['NOUN', 'PROPN', 'SPACE', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'NOUN', 'VERB', 'SPACE'];1
Je suis diplômée du baccalauréat qui espère obtenir une bourse d'études complète pouvant m'aider à faire des études en journalisme.;Je suis diplômée du baccalauréat qui espère obtenir une bourse d'études complète pouvant m'aider à faire des études en journalisme.;CV_95;1;23;10.19;89.81;[True, True, True, True, True, True, True, True, True, True, False, True, True, True, False, True, True, True, True, True, True, True, False];['PRON', 'AUX', 'VERB', 'ADP', 'NOUN', 'PRON', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'VERB', 'PRON', 'VERB', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT'];0
J'aime écrire des articles d'actualité.;J'aime écrire des articles d'actualité.;CV_95;2;8;12.65;87.35;[False, True, True, True, True, False, True, False];['PRON', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT'];0
 ; ;CV_95;3;1;12.96;87.04;[False];['SPACE'];0
ACCOMPLISSEMENTS  ;ACCOMPLISSEMENTS  ;CV_95;4;2;13.58;86.42;[True, False];['NOUN', 'SPACE'];0
- Meilleure rédactrice (2020);- Meilleure rédactrice 2020;CV_95;5;6;15.43;84.57;[False, True, True, False];['PUNCT', 'ADJ', 'NOUN', 'NUM'];0
- Meilleur rapport de lecture (2020);- Meilleur rapport de lecture 2020;CV_95;6;8;17.90;82.10;[False, True, True, True, True, False];['PUNCT', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NUM'];0
- Meilleur jeune écrivain (2019);- Meilleur jeune écrivain 2019;CV_95;7;7;20.06;79.94;[False, True, True, True, False];['PUNCT', 'NOUN', 'ADJ', 'NOUN', 'NUM'];0
- Meilleur rapport d'enquête (2018);- Meilleur rapport d'enquête 2018;CV_95;8;8;22.53;77.47;[False, True, True, False, True, False];['PUNCT', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NUM'];0
- Meilleure rédactrice (2017)  COORDONNÉES  ;- Meilleure rédactrice 2017  COORDONNÉES  ;CV_95;9;9;25.31;74.69;[False, True, True, False, False, True, False];['PUNCT', 'ADJ', 'NOUN', 'NOUN', 'SPACE', 'NOUN', 'SPACE'];0
Téléphone : O1 23 45 67 89 Portable : 06 23 56 89 40 bonjour@sitevraimentsuper.fr www.sitevraimentsuper.fr  12, rue Desaix, 75003 Paris     ;Téléphone : O1 23 45 67 89 Portable : 06 23 56 89 40 bonjour@sitevraimentsuper.fr www.sitevraimentsuper.fr  12, rue Desaix, 75003 Paris     ;CV_95;10;25;33.02;66.98;[True, False, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, True, False];['NOUN', 'PUNCT', 'NOUN', 'NUM', 'DET', 'DET', 'NUM', 'ADJ', 'PUNCT', 'NOUN', 'DET', 'DET', 'DET', 'NUM', 'NOUN', 'ADJ', 'SPACE', 'NUM', 'PUNCT', 'NOUN', 'PROPN', 'PUNCT', 'NUM', 'PROPN', 'SPACE'];0
EXPÉRIENCE PROFESSIONNELLE  Collaboratrice de magazine MÉTRO O;EXPÉRIENCE PROFESSIONNELLE  Collaboratrice de magazine MÉTRO O;CV_95;11;8;35.49;64.51;[True, True, False, True, True, True, True, True];['NOUN', 'PROPN', 'SPACE', 'PROPN', 'ADP', 'NOUN', 'ADJ', 'ADJ'];0
EEE;EEE;CV_95;12;1;35.80;64.20;[True];['NOUN'];0
10;10;CV_95;13;2;36.42;63.58;[False, False];['ADV', 'SPACE'];0
- Publication d'articles hebdomadaires sur la mode et le style de vie;- Publication d'articles hebdomadaires sur la mode et le style de vie;CV_95;14;13;40.43;59.57;[False, True, False, True, True, True, True, True, True, True, True, True, True];['PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'ADP', 'NOUN'];0
- Rédaction de critiques de produits de beauté;- Rédaction de critiques de produits de beauté;CV_95;15;8;42.90;57.10;[False, True, True, True, True, True, True, True];['PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN'];0
- Aide aux éditeurs pour organiser et concevoir le magazine  Aide;- Aide aux éditeurs pour organiser et concevoir le magazine  Aide;CV_95;16;12;46.60;53.40;[False, True, True, True, True, True, True, True, True, True, False, True];['PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADP', 'VERB', 'CCONJ', 'VERB', 'DET', 'NOUN', 'SPACE', 'NOUN'];0
-enseignant Lycée Condorcet;-enseignant Lycée Condorcet;CV_95;17;4;47.84;52.16;[False, True, True];['NOUN', 'NOUN', 'PROPN'];0
| 2018;| 2018;CV_95;18;2;48.46;51.54;[False, False];['ADP', 'NOUN'];0
- 2019  NC Te at Re Ro) ae = Note quotidiens;- 2019  NC Te at Re Ro ae = Note quotidiens;CV_95;19;13;52.47;47.53;[False, False, False, True, True, True, True, True, True, False, True, True];['PUNCT', 'NOUN', 'SPACE', 'NOUN', 'ADV', 'X', 'X', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'ADJ'];0
#NOM?;#NOM?;CV_95;20;2;53.09;46.91;[False, True];['PUNCT', 'NOUN'];0
et organise les examens;et organise les examens;CV_95;21;4;54.32;45.68;[True, True, True, True];['CCONJ', 'VERB', 'DET', 'NOUN'];0
- Récolte les devoirs quotidiens auprès des étudiants;- Récolte les devoirs quotidiens auprès des étudiants;CV_95;22;8;56.79;43.21;[False, True, True, True, True, True, True, True];['PUNCT', 'NOUN', 'DET', 'NOUN', 'ADJ', 'ADV', 'ADP', 'NOUN'];0
#NOM?;#NOM?;CV_95;23;7;58.95;41.05;[False, True, False, True, False, True, False];['PUNCT', 'ADJ', 'SPACE', 'NOUN', 'SPACE', 'NOUN', 'SPACE'];0
Lycée Condorcet;Lycée Condorcet;CV_95;24;2;59.57;40.43;[True, True];['NOUN', 'PROPN'];0
Promo 2020;Promo 2020;CV_95;25;2;60.19;39.81;[True, False];['NOUN', 'NUM'];0
| Étudiante ECO ERIC UT  ;| Étudiante ECO ERIC UT  ;CV_95;26;6;62.04;37.96;[False, True, True, True, True, False];['PUNCT', 'NOUN', 'NOUN', 'NOUN', 'PROPN', 'SPACE'];0
-;-;CV_95;27;1;62.35;37.65;[False];['PUNCT'];0
Rédactrice en chef,;Rédactrice en chef,;CV_95;28;4;63.58;36.42;[True, True, True, False];['NOUN', 'ADP', 'NOUN', 'PUNCT'];0
Le petit journal de Condorcet;Le petit journal de Condorcet;CV_95;29;5;65.12;34.88;[True, True, True, True, True];['DET', 'ADJ', 'NOUN', 'ADP', 'PROPN'];0
- Présidente, Le Cercle des écrivains;- Présidente, Le Cercle des écrivains;CV_95;30;7;67.28;32.72;[False, True, False, True, True, True, True];['PUNCT', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADP', 'NOUN'];0
#NOM?;#NOM?;CV_95;31;2;67.90;32.10;[False, True];['PUNCT', 'NOUN'];0
, Le débat en société;, Le débat en société;CV_95;32;5;69.44;30.56;[False, True, True, True, True];['PUNCT', 'DET', 'NOUN', 'ADP', 'NOUN'];0
- Membre, Le Club de littérature;- Membre, Le Club de littérature;CV_95;33;7;71.60;28.40;[False, True, False, True, True, True, True];['PUNCT', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADP', 'NOUN'];0
- Membre, Le Club de danse  École primaire Ronsard;- Membre, Le Club de danse  École primaire Ronsard;CV_95;34;11;75.00;25.00;[False, True, False, True, True, True, True, False, True, True, True];['PUNCT', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'NOUN', 'ADJ', 'PROPN'];0
Promo 2016;Promo 2016;CV_95;35;2;75.62;24.38;[True, False];['NOUN', 'NUM'];0
| Major de promotion  ;| Major de promotion  ;CV_95;36;5;77.16;22.84;[False, True, True, True, False];['PUNCT', 'NOUN', 'ADP', 'NOUN', 'SPACE'];0
-;-;CV_95;37;1;77.47;22.53;[False];['PUNCT'];0
Rédactrice en chef, Le petit journal;Rédactrice en chef, Le petit journal;CV_95;38;7;79.63;20.37;[True, True, True, False, True, True, True];['NOUN', 'ADP', 'NOUN', 'PUNCT', 'DET', 'ADJ', 'NOUN'];0
- Présidente, Le Cercle des écrivains;- Présidente, Le Cercle des écrivains;CV_95;39;7;81.79;18.21;[False, True, False, True, True, True, True];['PUNCT', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADP', 'NOUN'];0
#NOM?;#NOM?;CV_95;40;2;82.41;17.59;[False, True];['PUNCT', 'NOUN'];0
,;,;CV_95;41;1;82.72;17.28;[False];['PUNCT'];0
Le débat de la IEC Cale CR Rolle EC E de en trle [US Membre, Le Club de danse  RINCIPAUX INTÉRÈ  OUI ea neo);Le débat de la IEC Cale CR Rolle EC E de en trle [US Membre, Le Club de danse  RINCIPAUX INTÉRÈ  OUI ea neo;CV_95;42;29;91.67;8.33;[True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, True, True, False, True, True, False, True, True, True];['DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'NOUN', 'ADP', 'ADP', 'NOUN', 'PUNCT', 'NUM', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADP', 'NOUN', 'SPACE', 'NOUN', 'CCONJ', 'SPACE', 'PROPN', 'PROPN', 'PROPN'];0
